player_name,date_of_birth,position,nationality,image_url,age
Salvador Ichazo Fernández,1992-01-26,Goalkeeper,Uruguay,https://img.a.transfermarkt.technology/portrait/medium/131098-1721238735.JPG?lm=1,24
Alexander Farnerud,1984-05-01,Midfielder,Sweden,https://img.a.transfermarkt.technology/portrait/medium/10255-1455550957.jpg?lm=1,32
Simone Edera,1997-01-09,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/340070-1630509190.jpg?lm=1,19
Robert Acquafresca,1987-09-11,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/35703-1449135806.jpg?lm=1,28
Franco Brienza,1979-03-19,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/16137-1485330942.jpg?lm=1,37
Marios Oikonomou,1992-10-06,Defender,Greece,https://img.a.transfermarkt.technology/portrait/medium/174488-1676642233.jpg?lm=1,23
Luca Rossettini,1985-09-09,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/60128-1602853984.jpg?lm=1,30
Marco Crimi,1990-03-17,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/149526-1698826782.jpg?lm=1,26
Lorenzo Crisetig,1993-01-20,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/110928-1613739056.jpg?lm=1,23
Adam Masina,1994-01-02,Defender,Morocco,https://img.a.transfermarkt.technology/portrait/medium/286949-1658130450.jpg?lm=1,22
Matteo Brighi,1981-02-14,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/5868-1469109026.jpg?lm=1,35
Alex Ferrari,1994-07-01,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/197491-1595918621.jpg?lm=1,21
Antonio Mirante,1983-07-08,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/22141-1663574908.jpg?lm=1,32
Matteo Mancosu,1984-12-22,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/230611-1602089366.jpg?lm=1,31
Erick Antonio Pulgar Farfán,1994-01-15,Midfielder,Chile,https://img.a.transfermarkt.technology/portrait/medium/215616-1744288828.jpg?lm=1,22
Mattia Destro,1991-03-20,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/88683-1695031437.jpg?lm=1,25
Amadou Diawara,1997-07-17,Midfielder,Guinea,https://img.a.transfermarkt.technology/portrait/medium/355501-1666809838.jpg?lm=1,18
Domenico Maietta,1982-08-03,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/22140-1449135052.jpg?lm=1,33
Ibrahima Mbaye,1994-11-19,Defender,Senegal,https://img.a.transfermarkt.technology/portrait/medium/207715-1595929552.jpg?lm=1,21
Godfred Donsah,1996-06-07,Midfielder,Ghana,https://img.a.transfermarkt.technology/portrait/medium/291266-1632544851.jpg?lm=1,20
Filippo Falco,1992-02-11,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/70689-1596116597.jpg?lm=1,24
Emanuele Giaccherini,1985-05-05,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/84835-1455532189.jpg?lm=1,31
Anthony Mounier,1987-09-27,Attacker,France,https://img.a.transfermarkt.technology/portrait/medium/57110-1449135663.jpg?lm=1,28
Saphir Sliti Taïder,1992-02-29,Midfielder,Algeria,https://img.a.transfermarkt.technology/portrait/medium/144779-1583613481.jpg?lm=1,24
Luca Rizzo,1992-04-24,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/167895-1570170817.jpg?lm=1,24
Daniele Gastaldello,1983-06-25,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/7096-1577460129.jpg?lm=1,33
Emil Krafth,1994-08-02,Defender,Sweden,https://img.a.transfermarkt.technology/portrait/medium/184528-1674210829.jpg?lm=1,21
Angelo Esmael da Costa Júnior,1983-11-12,Midfielder,Brazil,https://img.a.transfermarkt.technology/portrait/medium/82693-1455534756.jpg?lm=1,32
Archimede Morleo,1983-09-26,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/85066-1455534434.jpg?lm=1,32
Juan Camilo Zúñiga Mosquera,1985-12-14,Defender,Colombia,https://img.a.transfermarkt.technology/portrait/medium/37941-1418292035.jpg?lm=1,30
Sergio Floccari,1981-11-12,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/30638-1449060306.jpg?lm=1,34
Kévin Constant,1987-05-10,Midfielder,Guinea,https://img.a.transfermarkt.technology/portrait/medium/43760-1410444976.jpg?lm=1,29
Franco Zuculini,1990-09-05,Midfielder,Argentina,https://img.a.transfermarkt.technology/portrait/medium/73083-1566594536.png?lm=1,25
Aaron Mattia Tabacchi,1998-06-26,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/353998-1446818660.jpg?lm=1,18
Ivaylo Chochev,1993-02-18,Midfielder,Bulgaria,https://img.a.transfermarkt.technology/portrait/medium/252767-1720983977.png?lm=1,23
Franco Damián Vázquez,1989-02-22,Midfielder,Argentina,https://img.a.transfermarkt.technology/portrait/medium/76163-1712416154.jpg?lm=1,27
Giancarlo González Castro,1988-02-08,Defender,Costa Rica,https://img.a.transfermarkt.technology/portrait/medium/111893-1740159812.jpg?lm=1,28
Andrea Rispoli,1988-09-29,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/74448-1448983736.jpg?lm=1,27
Abdelhamid El Kaoutari,1990-03-17,Defender,Morocco,https://img.a.transfermarkt.technology/portrait/medium/74615-1632825253.jpg?lm=1,26
Achraf Lazaar,1992-01-22,Defender,Morocco,https://img.a.transfermarkt.technology/portrait/medium/139173-1676842880.png?lm=1,24
Luca Rigoni,1984-12-07,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/22210-1608182143.jpg?lm=1,31
Stefano Sorrentino,1979-03-28,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/21891-1448983362.jpg?lm=1,37
Robin Quaison,1993-10-09,Attacker,Sweden,https://img.a.transfermarkt.technology/portrait/medium/206542-1735062490.jpg?lm=1,22
Roberto Vitiello,1983-05-08,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/22217-1448984011.jpg?lm=1,33
Mato Jajalo,1988-05-25,Midfielder,Bosnia and Herzegovina,https://img.a.transfermarkt.technology/portrait/medium/47513-1630652559.jpg?lm=1,28
Aleksandar Trajkovski,1992-09-05,Midfielder,North Macedonia,https://img.a.transfermarkt.technology/portrait/medium/142920-1696187939.jpg?lm=1,23
Oscar Hiljemark,1992-06-28,Midfielder,Sweden,https://img.a.transfermarkt.technology/portrait/medium/158810-1569558190.png?lm=1,24
Fabio Daprelà,1991-02-19,Defender,Switzerland,https://img.a.transfermarkt.technology/portrait/medium/66109-1720593369.jpg?lm=1,25
Aljaž Struna,1990-08-04,Defender,Slovenia,https://img.a.transfermarkt.technology/portrait/medium/108119-1583527351.jpg?lm=1,25
Edoardo Goldaniga,1993-11-02,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/242940-1725530007.jpg?lm=1,22
Alberto Gilardino,1982-07-05,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/5878-1448984743.jpg?lm=1,33
Uroš Đurđević,1994-03-02,Attacker,Serbia,https://img.a.transfermarkt.technology/portrait/medium/190804-1664207492.jpg?lm=1,22
Enzo Maresca,1980-02-10,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/16651-1473504415.jpg?lm=1,36
Simone Colombi,1991-07-01,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/57285-1595851830.jpg?lm=1,24
Antonino La Gumina,1996-03-06,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/287876-1712568668.png?lm=1,20
Siniša Anđelković,1986-02-13,Defender,Serbia,https://img.a.transfermarkt.technology/portrait/medium/84622-1448983841.jpg?lm=1,30
Gastón Brugman,1992-09-07,Midfielder,Uruguay,https://img.a.transfermarkt.technology/portrait/medium/131109-1740672677.jpg?lm=1,23
Michel Morganella,1989-05-17,Defender,Switzerland,https://img.a.transfermarkt.technology/portrait/medium/47544-1570170561.jpg?lm=1,27
Giuseppe Pezzella,1997-11-29,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/336960-1661521548.jpg?lm=1,18
Bryan Cristante,1995-03-03,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/199248-1724827920.jpg?lm=1,21
Norbert Sándor Balogh,1996-02-21,Defender,Hungary,https://img.a.transfermarkt.technology/portrait/medium/326204-1658146900.png?lm=1,20
Fabrizio Alastra,1997-10-01,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/287871-1666173457.jpeg?lm=1,18
Josip Posavec,1996-03-10,Goalkeeper,Croatia,https://img.a.transfermarkt.technology/portrait/medium/255322-1631128171.jpg?lm=1,20
Accursio Bentivegna,1996-06-21,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/244927-1454582850.jpg?lm=1,20
Thiago Rangel Cionek,1986-04-21,Defender,Brazil,https://img.a.transfermarkt.technology/portrait/medium/79510-1632468594.jpg?lm=1,30
Federico Peluso,1984-01-20,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/21763-1630506088.jpg?lm=1,32
Francesco Acerbi,1988-02-10,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/131075-1663572709.jpg?lm=1,28
Gregoire Defrel,1991-06-17,Attacker,France,https://img.a.transfermarkt.technology/portrait/medium/163222-1726142270.png?lm=1,25
Francesco Magnanelli,1984-11-12,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/7093-1663947549.jpg?lm=1,31
Simone Missiroli,1986-05-23,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/35747-1596023502.jpg?lm=1,30
Domenico Berardi,1994-08-01,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/177843-1692883147.jpg?lm=1,21
Joseph Alfred Duncan,1993-03-10,Midfielder,Ghana,https://img.a.transfermarkt.technology/portrait/medium/184894-1663591729.jpg?lm=1,23
Andrea Consigli,1987-01-27,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/35865-1595849608.jpg?lm=1,29
Paolo Cannavaro,1981-06-26,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/5858-1449059381.jpg?lm=1,35
Šime Vrsaljko,1992-01-10,Defender,Croatia,https://img.a.transfermarkt.technology/portrait/medium/76061-1681977792.jpg?lm=1,24
Antonio Floro Flores,1983-06-18,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/16893-1449060072.jpg?lm=1,33
Matteo Politano,1993-08-03,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/165895-1692963030.jpg?lm=1,22
Nicola Sansone,1991-09-10,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/82048-1663656944.jpg?lm=1,24
Diego Falcinelli,1991-06-26,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/119115-1664874991.png?lm=1,25
Karim Laribi,1991-04-20,Midfielder,Tunisia,https://img.a.transfermarkt.technology/portrait/medium/124911-1632469262.jpg?lm=1,25
Marcello Gazzola,1985-04-03,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/57643-1449059533.jpg?lm=1,31
Davide Biondini,1983-01-24,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/22186-1449059808.jpg?lm=1,33
Emanuele Terranova,1987-04-14,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/61770-1647293474.jpg?lm=1,29
Lorenzo Ariaudo,1989-06-11,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/84921-1675196781.png?lm=1,27
Gianluca Pegolo,1981-03-25,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/21872-1695107566.jpg?lm=1,35
Alessandro Longhi,1989-06-25,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/112666-1640520157.jpg?lm=1,27
Lorenzo Pellegrini,1996-06-19,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/286297-1692962972.jpg?lm=1,20
Marcello Trotta,1992-09-29,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/129505-1641773437.jpg?lm=1,23
Luca Antei,1992-04-19,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/146743-1449059253.jpg?lm=1,24
Claud Adjapong,1998-05-06,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/337716-1594641383.jpg?lm=1,18
Maximiliano Nicol Moralez,1987-02-27,Midfielder,Argentina,https://img.a.transfermarkt.technology/portrait/medium/30687-1740921053.jpg?lm=1,29
Germán Gustavo Denis,1981-09-10,Attacker,Argentina,https://img.a.transfermarkt.technology/portrait/medium/30873-1632469377.jpg?lm=1,34
Marten de Roon,1991-03-29,Midfielder,Netherlands,https://img.a.transfermarkt.technology/portrait/medium/133179-1663582942.jpg?lm=1,25
Boukary Dramé,1985-07-22,Midfielder,Mali,https://img.a.transfermarkt.technology/portrait/medium/33442-1449133660.jpg?lm=1,30
Nicolò Cherubin,1986-12-02,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/56854-1449133795.jpg?lm=1,29
Andrea Masiello,1986-02-05,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/34198-1455534054.jpg?lm=1,30
Alejandro Darío Gómez,1988-02-15,Attacker,Argentina,https://img.a.transfermarkt.technology/portrait/medium/20005-1670101551.jpg?lm=1,28
Guglielmo Stendardo,1981-05-06,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/22093-1449133855.jpg?lm=1,35
Carlos Emilio Carmona Tello,1987-02-21,Midfielder,Chile,https://img.a.transfermarkt.technology/portrait/medium/76387-1489490548.jpg?lm=1,29
Jasmin Kurtič,1989-01-10,Midfielder,Slovenia,https://img.a.transfermarkt.technology/portrait/medium/85825-1596013416.jpg?lm=1,27
Marco Sportiello,1992-05-10,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/199976-1661351013.jpg?lm=1,24
Mauricio Ricardo Pinilla Ferreira,1984-02-04,Attacker,Chile,https://img.a.transfermarkt.technology/portrait/medium/6160-1455533683.jpg?lm=1,32
Marco D''Alessandro,1991-02-17,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/99232-1595930106.jpg?lm=1,25
Giulio Migliaccio,1981-06-23,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/21756-1449134413.jpg?lm=1,35
Alberto Grassi,1995-03-07,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/197473-1695031303.jpg?lm=1,21
Luigi Giorgi,1987-04-19,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/57389-1578116453.jpg?lm=1,29
Marcelo Alejandro Estigarribia Balmori,1987-09-21,Attacker,Paraguay,https://img.a.transfermarkt.technology/portrait/medium/76329-1449134267.jpg?lm=1,28
Gabriel Alejandro Paletta,1986-02-15,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/30767-1663658907.jpg?lm=1,30
Gianpaolo Bellini,1980-03-27,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/s_19435_800_2013_09_20_1.jpg?lm=1,36
Cristian Raimondi,1981-04-30,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/22249-1455533777.jpg?lm=1,35
Gaetano Monachello,1994-03-03,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/162952-1604754696.jpg?lm=1,22
Rafael Tolói,1990-10-10,Defender,Brazil,https://img.a.transfermarkt.technology/portrait/medium/72441-1663583172.jpg?lm=1,25
Luca Cigarini,1986-06-20,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/33218-1697616444.jpg?lm=1,30
Davide Brivio,1988-03-17,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/38824-1570172755.png?lm=1,28
Davide Bassi,1985-04-12,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/41914-1555059961.png?lm=1,31
Andrea Conti,1994-03-02,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/111227-1661351199.jpg?lm=1,22
Alessandro Diamanti,1983-05-02,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/23197-1721932691.jpg?lm=1,33
Marco Borriello,1982-06-18,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/5825-1455533007.jpg?lm=1,34
Remo Freuler,1992-04-15,Midfielder,Switzerland,https://img.a.transfermarkt.technology/portrait/medium/148252-1688044464.jpg?lm=1,24
Serge Gakpé,1987-05-07,Attacker,Togo,https://img.a.transfermarkt.technology/portrait/medium/36293-1691496899.png?lm=1,29
Berat Djimsiti,1993-02-19,Defender,Albania,https://img.a.transfermarkt.technology/portrait/medium/165513-1718627443.jpg?lm=1,23
Roberto Gagliardini,1994-04-07,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/197471-1641817964.jpg?lm=1,22
Boris Radunović,1996-05-26,Goalkeeper,Serbia,https://img.a.transfermarkt.technology/portrait/medium/258482-1634222812.jpg?lm=1,20
Massimo Gobbi,1980-10-31,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/28020-1455535127.jpg?lm=1,35
Paul-José M''Poku Ebunge,1992-04-19,Midfielder,Congo,https://img.a.transfermarkt.technology/portrait/medium/73846-1626951703.jpg?lm=1,24
Lucas Nahuel Castro,1989-04-09,Midfielder,Argentina,https://img.a.transfermarkt.technology/portrait/medium/105892-1739197508.jpg?lm=1,27
Alberto Paloschi,1990-01-04,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/68306-1667903614.jpg?lm=1,26
Boštjan Cesar,1982-07-09,Defender,Slovenia,https://img.a.transfermarkt.technology/portrait/medium/24606-1570172839.png?lm=1,33
Ivan Radovanović,1988-08-29,Midfielder,Serbia,https://img.a.transfermarkt.technology/portrait/medium/46105-1663667701.jpg?lm=1,27
Valter Birsa,1986-08-07,Midfielder,Slovenia,https://img.a.transfermarkt.technology/portrait/medium/26105-1596033060.jpg?lm=1,29
Perparim Hetemaj,1986-12-12,Midfielder,Kosovo,https://img.a.transfermarkt.technology/portrait/medium/37295-1449062662.jpg?lm=1,29
Nicolas Sebastian Frey,1984-03-06,Defender,Argentina,https://img.a.transfermarkt.technology/portrait/medium/38591-1570172954.png?lm=1,32
Albano Benjamín Bizzarri,1977-11-09,Goalkeeper,Argentina,https://img.a.transfermarkt.technology/portrait/medium/7797-1449062281.jpg?lm=1,38
Alessandro Gamberini,1981-08-27,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/16868-1449062483.jpg?lm=1,34
Nicola Rigoni,1990-11-12,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/61757-1690278996.JPG?lm=1,25
Riccardo Meggiorini,1985-09-04,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/28936-1608182885.jpg?lm=1,30
Fabrizio Cacciatore,1986-10-08,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/85605-1636529274.jpg?lm=1,29
Simone Pepe,1983-08-30,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/17249-1416220328.jpg?lm=1,32
Dario Dainelli,1979-06-09,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/5970-1538487199.jpg?lm=1,37
Giampiero Pinzi,1981-03-11,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/5893-1542313878.jpg?lm=1,35
Roberto Inglese,1991-11-12,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/159337-1596182862.jpg?lm=1,24
Sergio Pellissier,1979-04-12,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/5928-1449063117.jpg?lm=1,37
Federico Mattiello,1995-07-14,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/200194-1602506607.jpg?lm=1,20
Gennaro Sardo,1979-05-08,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/21770-1449062613.jpg?lm=1,37
Nicolás Federico Spolli,1983-02-20,Defender,Argentina,https://img.a.transfermarkt.technology/portrait/medium/51186-1454584736.jpg?lm=1,33
Andrea Seculin,1990-07-14,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/85380-1664874920.png?lm=1,25
Filippo Costa,1995-05-21,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/197743-1535017147.jpg?lm=1,21
Nikola Ninković,1994-12-19,Midfielder,Serbia,https://img.a.transfermarkt.technology/portrait/medium/168944-1713415579.png?lm=1,21
Massimo Maccarone,1979-09-06,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/3713-1449071544.jpg?lm=1,36
Federico Barba,1993-09-01,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/165873-1725528561.jpg?lm=1,22
Luca Martinelli,1988-12-20,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/84751-1613240463.png?lm=1,27
Riccardo Saponara,1991-12-21,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/88909-1712158116.png?lm=1,24
Marco Zambelli,1985-08-22,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/28031-1573209687.jpg?lm=1,30
Mário Rui Silva Duarte,1991-05-27,Defender,Portugal,https://img.a.transfermarkt.technology/portrait/medium/87884-1661351255.jpg?lm=1,25
Łukasz Skorupski,1991-05-05,Goalkeeper,Poland,https://img.a.transfermarkt.technology/portrait/medium/80894-1724827036.jpg?lm=1,25
Piotr Zieliński,1994-05-20,Midfielder,Poland,https://img.a.transfermarkt.technology/portrait/medium/181136-1692962961.jpg?lm=1,22
Assane Dioussé El Hadji,1997-09-20,Midfielder,Senegal,https://img.a.transfermarkt.technology/portrait/medium/287635-1657714916.jpg?lm=1,18
Daniele Croce,1982-09-09,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/22749-1449071421.jpg?lm=1,33
Manuel Pucciarelli,1991-06-17,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/163683-1700050607.jpg?lm=1,25
Franco Signorelli,1991-01-01,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/163690-1606779855.jpg?lm=1,25
Levan Mchedlidze,1990-03-24,Attacker,Georgia,https://img.a.transfermarkt.technology/portrait/medium/56912-1649406166.png?lm=1,26
Ronaldo Pompeu da Silva,1990-04-08,Attacker,Brazil,https://img.a.transfermarkt.technology/portrait/medium/146660-1449071442.jpg?lm=1,26
Lorenzo Tonelli,1990-01-17,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/111347-1595916997.jpg?lm=1,26
Raffaele Maiello,1991-07-10,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/140559-1632540919.jpg?lm=1,24
Andrea Costa,1986-02-01,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/34336-1449071138.jpg?lm=1,30
Marko Livaja,1993-08-26,Attacker,Croatia,https://img.a.transfermarkt.technology/portrait/medium/95438-1662878058.jpg?lm=1,22
Leandro Daniel Paredes,1994-06-29,Midfielder,Argentina,https://img.a.transfermarkt.technology/portrait/medium/166237-1692881087.jpg?lm=1,22
Vincent Laurini,1989-06-10,Defender,France,https://img.a.transfermarkt.technology/portrait/medium/94936-1449071096.jpg?lm=1,27
Alessandro Piu,1996-07-30,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/253857-1449071554.jpg?lm=1,19
Luca Bittante,1993-08-14,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/163062-1632461184.jpg?lm=1,22
Rade Krunić,1993-10-07,Midfielder,Bosnia and Herzegovina,https://img.a.transfermarkt.technology/portrait/medium/259953-1725631978.JPG?lm=1,22
Marcel Büchel,1991-03-18,Midfielder,Austria,https://img.a.transfermarkt.technology/portrait/medium/74956-1608184985.jpg?lm=1,25
Michele Camporese,1992-05-19,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/62716-1613734631.jpg?lm=1,24
Uroš Ćosić,1992-10-24,Defender,Serbia,https://img.a.transfermarkt.technology/portrait/medium/94305-1455534855.jpg?lm=1,23
Alberto Pelagotti,1989-03-09,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/56921-1676842593.png?lm=1,27
Maurizio Pugliesi,1976-12-27,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/22285-1449070985.jpg?lm=1,39
Darko Lazović,1990-09-15,Midfielder,Serbia,https://img.a.transfermarkt.technology/portrait/medium/70411-1663671610.jpg?lm=1,25
Sebastian De Maio,1987-03-05,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/56830-1664874745.png?lm=1,29
Diego Sebastián Laxalt Suárez,1993-02-07,Midfielder,Uruguay,https://img.a.transfermarkt.technology/portrait/medium/230552-1721727675.png?lm=1,23
Giovanni Marchese,1984-10-17,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/21887-1448531212.jpg?lm=1,31
Goran Pandev,1983-07-27,Attacker,North Macedonia,https://img.a.transfermarkt.technology/portrait/medium/12563-1630583396.jpg?lm=1,32
Issa Cissokho,1985-02-23,Defender,Senegal,https://img.a.transfermarkt.technology/portrait/medium/183494-1448531270.jpg?lm=1,31
Jules Olivier Ntcham,1996-02-09,Midfielder,Cameroon,https://img.a.transfermarkt.technology/portrait/medium/224088-1730123022.JPG?lm=1,20
Nicolás Andrés Burdisso,1981-04-12,Defender,Argentina,https://img.a.transfermarkt.technology/portrait/medium/3417-1448531346.jpg?lm=1,35
Eugenio Lamanna,1989-08-07,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/85240-1661763821.jpg?lm=1,26
Diego Ángel Capel Trinidad,1988-02-16,Attacker,Spain,https://img.a.transfermarkt.technology/portrait/medium/27471-1448531507.jpg?lm=1,28
Panagiotis Tachtsidis,1991-02-15,Midfielder,Greece,https://img.a.transfermarkt.technology/portrait/medium/62415-1732178428.png?lm=1,25
Giuseppe Panico,1997-05-10,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/287648-1666298897.jpg?lm=1,19
Armando Izzo,1992-03-02,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/32113-1724827391.jpg?lm=1,24
Tomás Eduardo Rincón Hernández,1988-01-13,Midfielder,Venezuela,https://img.a.transfermarkt.technology/portrait/medium/75942-1661350808.jpg?lm=1,28
Leonardo Pavoletti,1988-11-26,Attacker,Italy,https://img.a.transfermarkt.technology/portrait/medium/64793-1725530760.jpg?lm=1,27
Blerim Džemaili,1986-04-12,Midfielder,Switzerland,https://img.a.transfermarkt.technology/portrait/medium/9967-1647955517.jpg?lm=1,30
Diogo José Rosário Gomes Figueiras,1991-07-01,Defender,Portugal,https://img.a.transfermarkt.technology/portrait/medium/172181-1634205809.jpg?lm=1,24
Mattia Perin,1992-11-10,Goalkeeper,Italy,https://img.a.transfermarkt.technology/portrait/medium/110923-1695107834.jpg?lm=1,23
Ezequiel Muñoz,1990-10-08,Defender,Argentina,https://img.a.transfermarkt.technology/portrait/medium/75127-1721934067.png?lm=1,25
Cristian Daniel Ansaldi,1986-09-20,Defender,Argentina,https://img.a.transfermarkt.technology/portrait/medium/55854-1632474398.jpg?lm=1,29
Gabriel Moisés Antunes da Silva,1991-05-13,Defender,Brazil,https://img.a.transfermarkt.technology/portrait/medium/114340-1449136632.jpg?lm=1,25
Tim Matavž,1989-01-13,Attacker,Slovenia,https://img.a.transfermarkt.technology/portrait/medium/50303-1697525254.JPG?lm=1,27
Riccardo Fiamozzi,1993-05-18,Defender,Italy,https://img.a.transfermarkt.technology/portrait/medium/197745-1697615800.jpg?lm=1,23
Luca Marrone,1990-03-28,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/124769-1598866589.jpg?lm=1,26
Filippo Porcari,1984-04-28,Midfielder,Italy,https://img.a.transfermarkt.technology/portrait/medium/61358-1449137926.jpg?lm=1,32
